1590853892.58,0.57
1590853892.6,0.57
1590853892.62,0.57
1590853892.65,0.57
1590853892.67,0.57
1590853892.69,0.57
1590853892.71,0.58
1590853892.74,0.57
1590853892.76,0.57
1590853892.78,0.58
1590853892.8,0.58
1590853892.82,0.58
1590853892.85,0.58
1590853892.87,0.58
1590853892.89,0.57
1590853892.91,0.57
1590853892.93,0.57
1590853892.96,0.56
1590853892.98,0.56
1590853893.0,0.57
1590853893.02,0.56
1590853893.04,0.57
1590853893.07,0.58
1590853893.09,0.59
1590853893.11,0.58
1590853893.13,0.57
1590853893.15,0.57
1590853893.18,0.58
1590853893.2,0.57
1590853893.22,0.57
1590853893.24,0.57
1590853893.27,0.57
1590853893.29,0.57
1590853893.31,0.57
1590853893.33,0.57
1590853893.36,0.58
1590853893.38,0.58
1590853893.4,0.58
1590853893.42,0.58
1590853893.45,0.59
1590853893.47,0.59
1590853893.49,0.59
1590853893.51,0.58
1590853893.53,0.58
1590853893.56,0.59
1590853893.58,0.59
1590853893.6,0.58
1590853893.62,0.58
1590853893.64,0.58
1590853893.67,0.59
1590853893.69,0.59
1590853893.71,0.59
1590853893.73,0.59
1590853893.75,0.59
1590853893.78,0.58
1590853893.8,0.59
1590853893.82,0.59
1590853893.84,0.59
1590853893.86,0.59
1590853893.89,0.58
1590853893.91,0.60
1590853893.93,0.59
1590853893.95,0.58
1590853893.98,0.58
1590853894.0,0.59
1590853894.02,0.59
1590853894.04,0.60
1590853894.06,0.62
1590853894.09,0.64
1590853894.11,0.67
1590853894.13,0.69
1590853894.15,0.69
1590853894.17,0.70
1590853894.2,0.71
1590853894.22,0.72
1590853894.24,0.71
1590853894.26,0.70
1590853894.28,0.70
1590853894.31,0.68
1590853894.33,0.68
1590853894.35,0.69
1590853894.38,0.70
1590853894.4,0.70
1590853894.42,0.70
1590853894.44,0.70
1590853894.47,0.70
1590853894.49,0.70
1590853894.51,0.71
1590853894.53,0.71
1590853894.55,0.73
1590853894.58,0.72
1590853894.6,0.72
1590853894.62,0.72
1590853894.64,0.72
1590853894.66,0.72
1590853894.69,0.72
1590853894.71,0.72
1590853894.73,0.72
1590853894.75,0.72
1590853894.77,0.71
1590853894.8,0.69
1590853894.82,0.69
1590853894.84,0.69
1590853894.86,0.70
1590853894.88,0.69
1590853894.91,0.68
1590853894.93,0.66
1590853894.95,0.67
1590853894.97,0.67
1590853894.99,0.66
1590853895.02,0.65
1590853895.04,0.66
1590853895.06,0.65
1590853895.08,0.65
1590853895.11,0.65
1590853895.13,0.64
1590853895.15,0.65
1590853895.17,0.65
1590853895.19,0.65
1590853895.22,0.64
1590853895.24,0.63
1590853895.26,0.65
1590853895.28,0.66
1590853895.3,0.67
1590853895.33,0.67
1590853895.35,0.67
1590853895.37,0.67
1590853895.39,0.66
1590853895.42,0.64
1590853895.44,0.64
1590853895.46,0.62
1590853895.49,0.60
1590853895.51,0.57
1590853895.53,0.57
1590853895.55,0.57
1590853895.57,0.57
1590853895.6,0.55
1590853895.62,0.54
1590853895.64,0.51
1590853895.66,0.50
1590853895.68,0.46
1590853895.71,0.42
1590853895.73,0.41
1590853895.75,0.38
1590853895.77,0.36
1590853895.79,0.34
1590853895.82,0.33
1590853895.84,0.31
1590853895.86,0.30
1590853895.88,0.30
1590853895.9,0.30
1590853895.93,0.33
1590853895.95,0.35
1590853895.97,0.34
1590853895.99,0.34
1590853896.01,0.33
1590853896.04,0.33
1590853896.06,0.32
1590853896.08,0.32
1590853896.1,0.35
1590853896.13,0.39
1590853896.15,0.41
1590853896.17,0.42
1590853896.19,0.43
1590853896.21,0.42
1590853896.24,0.43
1590853896.26,0.43
1590853896.28,0.46
1590853896.3,0.49
1590853896.32,0.50
1590853896.35,0.51
1590853896.37,0.52
1590853896.39,0.51
1590853896.41,0.50
1590853896.44,0.48
1590853896.46,0.49
1590853896.48,0.49
1590853896.5,0.48
1590853896.53,0.48
1590853896.55,0.48
1590853896.57,0.48
1590853896.59,0.47
1590853896.62,0.46
1590853896.64,0.47
1590853896.66,0.47
1590853896.68,0.48
1590853896.7,0.49
1590853896.73,0.49
1590853896.75,0.48
1590853896.77,0.48
1590853896.79,0.48
1590853896.81,0.48
1590853896.84,0.48
1590853896.86,0.48
1590853896.88,0.47
1590853896.9,0.48
1590853896.92,0.48
1590853896.95,0.49
1590853896.97,0.48
1590853896.99,0.48
1590853897.01,0.48
1590853897.03,0.49
1590853897.06,0.48
1590853897.08,0.48
1590853897.1,0.48
1590853897.12,0.48
1590853897.15,0.49
1590853897.17,0.49
1590853897.19,0.49
1590853897.21,0.49
1590853897.23,0.50
1590853897.26,0.50
1590853897.28,0.51
1590853897.3,0.52
1590853897.32,0.51
1590853897.34,0.51
1590853897.37,0.51
1590853897.39,0.51
1590853897.41,0.52
1590853897.43,0.51
1590853897.46,0.50
1590853897.48,0.49
1590853897.5,0.49
1590853897.52,0.48
1590853897.55,0.50
1590853897.57,0.49
1590853897.59,0.50
1590853897.61,0.50
1590853897.64,0.50
1590853897.66,0.49
1590853897.68,0.50
1590853897.7,0.50
1590853897.72,0.50
1590853897.75,0.50
1590853897.77,0.50
1590853897.79,0.50
1590853897.81,0.50
1590853897.83,0.50
1590853897.86,0.49
1590853897.88,0.49
1590853897.9,0.49
1590853897.92,0.50
1590853897.94,0.50
1590853897.97,0.50
1590853897.99,0.50
1590853898.01,0.50
1590853898.03,0.50
1590853898.06,0.49
1590853898.08,0.49
1590853898.1,0.49
1590853898.12,0.49
1590853898.14,0.50
1590853898.17,0.50
1590853898.19,0.50
1590853898.21,0.51
1590853898.23,0.50
1590853898.25,0.50
1590853898.28,0.50
1590853898.3,0.51
1590853898.32,0.51
1590853898.34,0.50
1590853898.36,0.50
1590853898.39,0.50
1590853898.41,0.50
1590853898.43,0.50
1590853898.45,0.50
1590853898.47,0.50
1590853898.5,0.50
1590853898.52,0.50
1590853898.54,0.50
1590853898.57,0.50
1590853898.59,0.50
1590853898.61,0.50
1590853898.63,0.50
1590853898.66,0.50
1590853898.68,0.50
1590853898.7,0.49
1590853898.72,0.50
1590853898.74,0.51
