1590918018.84,09
1590918018.84,0.00
1590918018.85,0.01
1590918018.86,0.01
1590918018.86,0.01
1590918018.86,0.01
1590918018.87,0.01
1590918018.87,0.02
1590918018.88,0.02
1590918018.88,0.02
1590918018.88,0.02
1590918018.89,0.02
1590918018.89,0.02
1590918018.89,0.03
1590918018.9,0.03
1590918018.9,0.03
1590918018.9,0.03
1590918018.91,0.03
1590918020.35,0.09
1590918020.36,0.00
1590918020.37,0.00
1590918020.39,0.00
1590918020.42,0.00
1590918020.44,0.00
1590918020.46,0.01
1590918020.48,0.01
1590918020.51,0.01
1590918020.53,0.01
1590918020.55,0.02
1590918020.57,0.02
1590918020.59,0.02
1590918020.62,0.02
1590918020.64,0.02
1590918020.66,0.02
1590918020.68,0.03
1590918020.7,0.03
1590918020.73,0.03
1590918020.75,0.03
1590918020.77,0.03
1590918020.79,0.03
1590918020.82,0.03
1590918020.84,0.03
1590918020.86,0.03
1590918020.89,0.03
1590918020.91,0.03
1590918020.93,0.03
1590918020.95,0.03
1590918020.98,0.03
1590918021.0,0.03
1590918021.02,0.03
1590918021.04,0.03
1590918021.06,0.03
1590918021.09,0.04
1590918021.11,0.04
1590918021.13,0.04
1590918021.15,0.04
1590918021.17,0.04
1590918021.2,0.04
1590918021.22,0.04
1590918021.24,0.04
1590918021.26,0.04
1590918021.29,0.04
1590918021.31,0.05
1590918021.33,0.05
1590918021.35,0.05
1590918021.37,0.05
1590918021.4,0.05
1590918021.42,0.05
1590918021.44,0.05
1590918021.46,0.05
1590918021.48,0.05
1590918021.51,0.05
1590918021.53,0.06
1590918021.55,0.06
1590918021.57,0.06
1590918021.6,0.06
1590918021.62,0.06
1590918021.64,0.06
1590918021.66,0.06
1590918021.68,0.06
1590918021.71,0.07
1590918021.73,0.07
1590918021.75,0.07
1590918021.77,0.07
1590918021.79,0.07
1590918021.82,0.07
1590918021.84,0.07
1590918021.86,0.08
1590918021.88,0.08
1590918021.91,0.08
1590918021.93,0.08
1590918021.95,0.08
1590918021.97,0.08
1590918022.0,0.08
1590918022.02,0.09
1590918022.04,0.09
1590918022.06,0.09
1590918022.09,0.09
1590918022.11,0.09
1590918022.13,0.09
1590918022.15,0.09
1590918022.18,0.09
1590918022.2,0.09
1590918022.22,0.10
1590918022.24,0.10
1590918022.27,0.10
1590918022.29,0.10
1590918022.31,0.10
1590918022.33,0.11
1590918022.35,0.11
1590918022.38,0.11
1590918022.4,0.11
1590918022.42,0.11
1590918022.44,0.11
1590918022.46,0.11
1590918022.49,0.12
1590918022.51,0.12
1590918022.53,0.12
1590918022.55,0.12
1590918022.58,0.12
1590918022.6,0.13
1590918022.62,0.13
1590918022.64,0.13
1590918022.66,0.13
1590918022.69,0.13
1590918022.71,0.13
1590918022.73,0.14
1590918022.75,0.14
1590918022.77,0.14
1590918022.8,0.14
1590918022.82,0.14
1590918022.84,0.15
1590918022.86,0.15
1590918022.89,0.15
1590918022.91,0.15
1590918022.93,0.15
1590918022.95,0.15
1590918022.97,0.15
1590918023.0,0.16
1590918023.02,0.16
1590918023.04,0.16
1590918023.06,0.16
1590918023.09,0.16
1590918023.11,0.17
1590918023.13,0.17
1590918023.15,0.17
1590918023.17,0.17
1590918023.2,0.17
1590918023.22,0.17
1590918023.24,0.17
1590918023.26,0.18
1590918023.29,0.18
1590918023.31,0.18
1590918023.33,0.18
1590918023.36,0.18
1590918023.38,0.18
1590918023.4,0.18
1590918023.42,0.18
1590918023.44,0.19
1590918023.47,0.19
1590918023.49,0.19
1590918023.51,0.20
1590918023.53,0.21
1590918023.56,0.22
1590918023.58,0.23
1590918023.6,0.24
1590918023.62,0.26
1590918023.64,0.27
1590918023.67,0.28
1590918023.69,0.29
1590918023.71,0.30
1590918023.73,0.31
1590918023.75,0.32
1590918023.78,0.33
1590918023.8,0.34
1590918023.82,0.35
1590918023.84,0.36
1590918023.87,0.37
1590918023.89,0.37
1590918023.91,0.38
1590918023.93,0.39
1590918023.95,0.39
1590918023.98,0.40
1590918024.0,0.41
1590918024.02,0.41
1590918024.04,0.42
1590918024.07,0.42
1590918024.09,0.43
1590918024.11,0.43
1590918024.13,0.44
1590918024.15,0.44
1590918024.18,0.44
1590918024.2,0.45
1590918024.22,0.45
1590918024.24,0.45
1590918024.26,0.45
1590918024.29,0.46
1590918024.31,0.46
1590918024.33,0.46
1590918024.35,0.46
1590918024.38,0.47
1590918024.4,0.47
1590918024.42,0.48
1590918024.44,0.48
1590918024.47,0.48
1590918024.49,0.49
1590918024.57,0.49
1590918024.58,0.49
1590918024.58,0.49
1590918024.59,0.50
1590918024.6,0.50
1590918024.62,0.50
1590918024.65,0.51
1590918024.67,0.51
1590918024.69,0.51
1590918024.71,0.51
1590918024.74,0.52
1590918024.76,0.52
1590918024.78,0.52
1590918024.8,0.53
1590918024.82,0.53
1590918024.85,0.53
1590918024.87,0.54
1590918024.89,0.54
1590918024.91,0.54
1590918024.93,0.55
1590918024.96,0.55
1590918024.98,0.55
1590918025.0,0.55
1590918025.02,0.56
1590918025.05,0.56
1590918025.07,0.56
1590918025.09,0.57
1590918025.11,0.57
1590918025.13,0.57
1590918025.16,0.57
1590918025.18,0.58
1590918025.2,0.58
1590918025.22,0.58
1590918025.24,0.58
1590918025.27,0.58
1590918025.29,0.59
1590918025.31,0.59
1590918025.33,0.59
1590918025.36,0.60
1590918025.38,0.60
1590918025.4,0.60
1590918025.42,0.61
1590918025.44,0.61
1590918025.47,0.61
1590918025.49,0.62
1590918025.51,0.62
1590918025.53,0.62
1590918025.56,0.63
1590918025.58,0.63
1590918025.6,0.63
1590918025.62,0.64
1590918025.64,0.64
1590918025.67,0.64
1590918025.69,0.64
1590918025.71,0.64
1590918025.73,0.65
1590918025.76,0.65
1590918025.78,0.65
1590918025.8,0.65
1590918025.82,0.65
1590918025.85,0.65
1590918025.87,0.65
1590918025.89,0.65
1590918025.91,0.65
1590918025.94,0.65
1590918025.96,0.65
1590918025.98,0.65
1590918026.0,0.65
1590918026.03,0.65
1590918026.05,0.65
1590918026.07,0.65
1590918026.09,0.65
1590918026.11,0.65
1590918026.14,0.65
1590918026.16,0.65
1590918026.18,0.65
1590918026.2,0.65
1590918026.22,0.65
1590918026.25,0.65
1590918026.27,0.65
1590918026.29,0.65
1590918026.31,0.65
1590918026.34,0.65
1590918026.36,0.65
1590918026.38,0.65
1590918026.4,0.65
1590918026.42,0.65
1590918026.45,0.65
1590918026.47,0.65
1590918026.49,0.65
1590918026.51,0.65
1590918026.53,0.65
1590918026.56,0.65
1590918026.58,0.64
1590918026.6,0.64
1590918026.62,0.64
1590918026.65,0.64
1590918026.67,0.64
1590918026.69,0.64
1590918026.71,0.63
1590918026.73,0.63
1590918026.76,0.63
1590918026.78,0.63
1590918026.8,0.63
1590918026.82,0.62
1590918026.85,0.62
1590918026.87,0.62
1590918026.89,0.61
1590918026.91,0.61
1590918026.94,0.61
1590918026.96,0.61
1590918026.98,0.61
1590918027.0,0.61
1590918027.03,0.61
1590918027.05,0.61
1590918027.07,0.61
1590918027.09,0.61
1590918027.12,0.61
1590918027.14,0.61
